file	duration	year	candidate	round	date1	time1	date2	time2	date3	time3	date4	time4	date5	time5	date6	time6	source	notes	content
"Chile_2005_Lavin_11"	298	2005	"Lavin"	1	"12/3/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"generic expressions of support; Lavin's with the poor; debate scene--best chance among right; I support him; I'll make it to the second round b/c the poor support me; he's honest; he's with the poor; I know the poor's problems; my dream, a social elevator; our hopes for better future are with him; good mayor, good president; I'll provide opportunities; I'll fix health; debate: mano dura; kids will have opportunities; promise housewife pensions; need a pro-ag government; Mercosur renegotiates; president of work; no one without pension asistencial; declare war on poverty; I'll build unified Chile; I'll make it to the second round b/c the poor support me; I'll provide opportunities"
"Chile_2005_Lavin_12"	299	2005	"Lavin"	1	"12/4/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"I grew up knowing ag; I'll defend ag; difficult situation in the campo; debate: free trade hurts ag; difficult situation in the campo; my Mercusur stance; ag also imp b/c about Chilean values; Hernan Larrain endorsement; the campo supports him, he'll beat Bachelet; he's with us, we're with him; Estela: he'll give people opportunity; Mexican music jingle; Longueira: come to cierre; Lavin: vote for me"
"Chile_2005_Lavin_13"	299	2005	"Lavin"	1	"12/5/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"generic expressions of support; Lavin's with the poor; debate scene--best chance among right; I support him; I'll make it to the second round b/c the poor support me; he's honest; he's with the poor; I know the poor's problems; need change; good mayor, good president; generic expressions of support; I'll provide opportunities; I'll fix health; debate: mano dura; kids will have opportunities; promise housewife pensions; need a pro-ag government; Mercosur renegotiates; president of work; no one without pension asistencial; declare war on poverty; I'll build unified Chile; I'll make it to the second round b/c the poor support me; I'll provide opportunities; Longueira: come to cierre; Lavin: vote for me"
"Chile_2005_Lavin_14"	299	2005	"Lavin"	1	"12/6/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"problem of poverty; I'll be president of work; Lavin is with the poor; we're voting for Lavin; Lavin is with the poor; I'll change ficha CAS; we need gov that fights poverty; dental problems for the poor; Lavin on dental problem; I fixed people's teeth as mayor; more on teeth problem; I'll spend $100 million of copper money fixing people's teeth; I'll be the president who worries about the little social problems; Longueira: come to cierre; Lavin: vote for me"
"Chile_2005_Lavin_15"	299	2005	"Lavin"	1	"12/7/2005"	""	"12/8/2005"	""	""	""	""	""	""	""	""	""	"TV"	""	"generic expressions of support; Lavin's with the poor; debate scene--best chance among right; I support him; I'll make it to the second round b/c the poor support me; he's honest; he's with the poor; I know the poor's problems; need change; good mayor, good president; generic expressions of support; I'll make it to the second round b/c the poor support me; I'll provide opportunities; Lavin's rallies have the most people; poor and middle class support him--those are key 2nd rd votes; he knows people's problems and how to fix them; he did well in 99; he'll win this time; he turns out people at rallies"
"Chile_2005_Pinera_01"	300	2005	"Pinera"	1	"11/11/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"punks like him; Pinera was with No and it's okay for Concertacionistas to support him; crime's a problem; Pinera has pantalones bien puestos; we'll make things better for elderly; images of family; Cecilia on his personal qualities"
"Chile_2005_Pinera_02"	300	2005	"Pinera"	1	"11/12/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"we need sports; ficha CAS all screwed up; juan fernandez; small businessmen have challenges; I'll fix their problems"
"Chile_2005_Pinera_03"	300	2005	"Pinera"	1	"11/13/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"I'm here b/c I have a calling to help Chile; street kids and old lady; crime's a problem; PH founder endorsement; hand pedal mote seller; he supports Pinera; death of soldiers in winter; I invite youth to build a better future in their name"
"Chile_2005_Pinera_04"	300	2005	"Pinera"	1	"11/14/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"there's a lot left to do, we'll do it; pastor supports him for his values; woman in market: crime's a problem"
"Chile_2005_Pinera_05"	300	2005	"Pinera"	1	"11/15/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"sick folks dancing and their problems; life of Sebastian: family, parents; good student, businessman, head of Hogar de Cristo, professor; Voted No in plebiscite; he deals with all political sectors; chosen as best senator; Fundacion Futuro projects; he's best for Chile; Pinera's best for Chile; I understand, have worked with women"
"Chile_2005_Pinera_06"	300	2005	"Pinera"	1	"11/16/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"he came to sick girl's birthday; we'll help parents with sick kids; retiree assoc pres: situation bad; but Pinera fixes it; problem: housing; problem: intra-family relations; my future policies for women, families; workers work hard, aren't recognized"
"Chile_2005_Pinera_07"	300	2005	"Pinera"	1	"11/17/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"our country has potential; retiree assoc pres: situation bad; but Pinera fixes it; old folks dancing and their probs; we'll fix them; old man with flower; con Pinera caben todos; people's small, everyday problems"
"Chile_2005_Pinera_08"	298	2005	"Pinera"	1	"11/18/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"housewives have tough job; we'll give them a pension; Puente Alto mayor endorsement; housing's a problem; housing policies; If you can dream it you can do it; I'm here because I have a calling to help Chile"
"Chile_2005_Pinera_09"	299	2005	"Pinera"	1	"11/19/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"life of Sebastian: family, parents; good student, businessman, head of Hogar de Cristo, professor; Voted No in plebiscite; he deals with all political sectors; chosen as best senator; Fundacion Futuro projects; he's best for Chile; Lagos has done some good things; But there have been omissions; I supported democracy; My vision for the future"
"Chile_2005_Pinera_10"	300	2005	"Pinera"	1	"11/20/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"issue: education; will solve problem; issue: sports; sports policies; If you can dream it you can do it; soccer ball kid; con Pinera caben todos; family, grandson"
"Chile_2005_Pinera_11"	299	2005	"Pinera"	1	"11/21/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"wouldn't jobs be great?; I'll create 1 million jobs; bench scene se puede; con Pinera caben todos; retiree assoc pres: situation bad; but Pinera fixes it; juan fernandez; small businessmen have challenges; I'll fix their problems; debate: have to raise minimum wage, but also preserve jobs; job creation policies"
"Chile_2005_Pinera_12"	297	2005	"Pinera"	1	"11/22/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"issue: education; will solve problem; life of Sebastian: family, parents; good student, businessman, head of Hogar de Cristo, professor; Voted No in plebiscite; he deals with all political sectors; chosen as best senator; Fundacion Futuro projects; he's best for Chile; debate: we can do housewife pensions"
"Chile_2005_Pinera_13"	300	2005	"Pinera"	1	"11/23/2005"	""	"11/24/2005"	""	""	""	""	""	""	""	""	""	"TV"	""	"housewives have tough job; we'll give them a pension; debate: we can do housewife pensions; wouldn't jobs be great?; I'll create 1 million jobs; Fernando Leniz; hand pedal mote seller; he supports Pinera; issue: part-time workers, self-employed; we'll give them good jobs"
"Chile_2005_Pinera_14"	300	2005	"Pinera"	1	"11/25/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"I'm prepared, I'm a leader; Andres Navarro endorsement; I value diversity and tolerance, respect gitanos; Luis Felipe San Martin endorsement: Pinera's capable; If you can dream it you can do it; girls' soccer team; in my gov we'll end discrimination, violence against women"
"Chile_2005_Pinera_15"	299	2005	"Pinera"	1	"11/26/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"church in Chiloe; we will protect culture; Estacion cultural Mapocho; our country has potential; Mapuche; development for Mapuche; family, grandson"
"Chile_2005_Pinera_16"	296	2005	"Pinera"	1	"11/27/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"life of Sebastian: family, parents; good student, businessman, head of Hogar de Cristo, professor; Voted No in plebiscite; he deals with all political sectors; chosen as best senator; Fundacion Futuro projects; he's best for Chile; what it means to be a businessman; challenge of creating jobs; Chile needs a leader--me"
"Chile_2005_Pinera_17"	299	2005	"Pinera"	1	"11/28/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"kids, old lady on street; issue: crime; crime proposals; I've had a commitment to women; universal free preschool ed; flexible work hours for women; housewife pensions; fight domestic violence; we'll do these things b/c women important to us; issue--maids in the workforce; they deserve more support; Cecilia--social worker, understands youth; poblacion--soup kitchen party; we'll fight poverty; anti-poverty measures"
"Chile_2005_Pinera_18"	300	2005	"Pinera"	1	"11/29/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"what it means to be a businessman; challenge of creating jobs; Chile needs a leader--me; housewife businesswoman; issue: PYMES; what PYMES need; Felipe Larrain: he is qualified to make economic gains; everything concentrated in Stgo; we'll decentralize"
"Chile_2005_Pinera_19"	300	2005	"Pinera"	1	"11/30/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"what it means to be a businessman; challenge of creating jobs; Chile needs a leader--me; housewife businesswoman; issue: PYMES; what PYMES need; retiree assoc pres: situation bad; but Pinera fixes it; housewives have tough job; we'll give them a pension"
"Chile_2005_Pinera_20"	300	2005	"Pinera"	1	"12/1/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"we need bridges that unite; family, grandson; secretaries are valuable"
"Chile_2005_Pinera_21"	300	2005	"Pinera"	1	"12/2/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"secretaries are valuable; issue: health; we will fix health; housewife businesswoman; juan fernandez; small businessmen have challenges; I'll fix their problems; Lagos has done some good things; But there have been omissions; I supported democracy; My vision for the future"
"Chile_2005_Pinera_22"	295	2005	"Pinera"	1	"12/3/2005"	""	"12/5/2005"	""	""	""	""	""	""	""	""	""	"TV"	""	"housewife businesswoman; generic optimism"
"Chile_2005_Pinera_23"	299	2005	"Pinera"	1	"12/4/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"wouldn't jobs be great?; I'll create 1 million jobs; our government will be inclusive; needs of disabled; We will incorporate the disabled; ficha CAS problems; we will change ficha CAS; life of Sebastian: family, parents; good student, businessman, head of Hogar de Cristo, professor; Voted No in plebiscite; he deals with all political sectors; chosen as best senator; Fundacion Futuro projects; he's best for Chile"
"Chile_2005_Pinera_24"	299	2005	"Pinera"	1	"12/6/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"poblacion--soup kitchen party; we'll fight poverty; anti-poverty measures; I'm prepared, I'm a leader; retiree assoc pres: situation bad; but Pinera fixes it; old folks dancing and their probs; we'll fix them"
"Chile_2005_Pinera_25"	298	2005	"Pinera"	1	"12/7/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"housewife businesswoman; generic optimism"
"Chile_2005_Pinera_26"	298	2005	"Pinera"	1	"12/8/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"my mother taught me values; generic optimism"
"Chile_2006_Bachelet_01"	150	2006	"Bachelet"	2	"1/1/2006"	"d"	"1/1/2006"	"n"	""	""	""	""	""	""	""	""	"TV"	""	"running a country means listening to the people; we're on the right path; I'll win por Chile, por la gente; I want the same Chile you do; women are leaders; my leadership is different; let's make a change"
"Chile_2006_Bachelet_02"	149	2006	"Bachelet"	2	"1/2/2006"	"d"	"1/2/2006"	"n"	""	""	""	""	""	""	""	""	"TV"	""	"Bachelet's victory means a lot of problems solved; issue of crime; and I'll be tough on crime; I'll attack the causes of crime; autograph scene; Bachelet wants the same Chile you do"
"Chile_2006_Bachelet_03"	150	2006	"Bachelet"	2	"1/3/2006"	"d"	"1/3/2006"	"n"	""	""	""	""	""	""	""	""	"TV"	""	"women are leaders; my leadership is different; let's make a change; I want the same Chile you do; running a country means listening to the people; we're on the right path; I'll win por Chile, por la gente"
"Chile_2006_Bachelet_04"	150	2006	"Bachelet"	2	"1/4/2006"	"d"	"1/4/2006"	"n"	""	""	""	""	""	""	""	""	"TV"	""	"I'm voting for each one of you; Concertacion has done well on regional development; I'll give more funds for reg development; Aylwin.Frei.Lagos.Bachelet"
"Chile_2006_Bachelet_05"	150	2006	"Bachelet"	2	"1/5/2006"	"d"	"1/5/2006"	"n"	""	""	""	""	""	""	""	""	"TV"	""	"Bachelet's victory means a lot of problems solved; future jobs policies; I want the same Chile you do; I'll create a lot of new childcare centers"
"Chile_2006_Bachelet_06"	150	2006	"Bachelet"	2	"1/6/2006"	"d"	"1/6/2006"	"n"	""	""	""	""	""	""	""	""	"TV"	""	"my government will be like a big family; so we'll worry about children's education; bigger houses, safer neighborhoods; more family health; we'll priviledge families; women are leaders; my leadership is different; let's make a change"
"Chile_2006_Bachelet_07"	150	2006	"Bachelet"	2	"1/7/2006"	"d"	"1/7/2006"	"n"	""	""	""	""	""	""	""	""	"TV"	""	"my pensions policies; Concertacion has done well on regional development; I'll give more funds for reg development; autograph scene; Bachelet wants the same Chile you do; running a country means listening to the people; we're on the right path; I'll win por Chile, por la gente"
"Chile_2006_Bachelet_08"	150	2006	"Bachelet"	2	"1/8/2006"	"d"	"1/8/2006"	"n"	""	""	""	""	""	""	""	""	"TV"	""	"my accomplishments as defense minister; I'm qualified to defend Chilean's interests; I'm voting for each one of you; languages"
"Chile_2006_Bachelet_09"	150	2006	"Bachelet"	2	"1/9/2006"	"d"	"1/9/2006"	"n"	""	""	""	""	""	""	""	""	"TV"	""	"issue of globalization; I want people to access Internet; and have the chance to learn English; as defense minister I spoke in English at world meetings; I want a bilingual, connected country; future pensions policy; languages"
"Chile_2006_Bachelet_10"	150	2006	"Bachelet"	2	"1/10/2006"	"d"	"1/10/2006"	"n"	""	""	""	""	""	""	""	""	"TV"	""	"languages; I want the same Chile you do; military values from my father; oversaw modernization of armed forces; s"
"Chile_2006_Bachelet_11"	150	2006	"Bachelet"	2	"1/11/2006"	"d"	""	""	""	""	""	""	""	""	""	""	"TV"	""	"women are leaders; my leadership is different; let's make a change; promise new childcare centers; running a country means listening to the people; we're on the right path; I'll win por Chile, por la gente"
"Chile_2006_Bachelet_12"	150	2006	"Bachelet"	2	"1/11/2006"	"n"	""	""	""	""	""	""	""	""	""	""	"TV"	""	"homage to workers; they deserve pension; military values from my father; oversaw modernization of armed forces; I'll fix crime and drugs; vote counting scene"
"Chile_2006_Bachelet_13"	150	2006	"Bachelet"	2	"1/12/2006"	"d"	"1/12/2006"	"n"	""	""	""	""	""	""	""	""	"TV"	""	"closing speech: on election day we're all equal; some dream of education; some dream of learning languages, of technology, etc.; Concertacion has done well; I will tackle remaining problems; We started on this path with transition to democracy; I'm with the people and they are with me; vote counting scene"
"Chile_2006_Pinera_01"	149	2006	"Pinera"	2	"1/1/2006"	"d"	"1/2/2006"	"n"	""	""	""	""	""	""	""	""	"TV"	""	"vote for your future; this election's about future, not the past; bakers; Pinera can do more; issue of poverty; I'll fight poverty"
"Chile_2006_Pinera_02"	149	2006	"Pinera"	2	"1/1/2006"	"n"	"1/2/2006"	"d"	""	""	""	""	""	""	""	""	"TV"	""	"this election's about change; on the other side are those who've been around forever, are old; I lead a new coalition based in Christian humanism; and also we need change; we need to vote for the best; Lavin: vote for him, he's change"
"Chile_2006_Pinera_03"	150	2006	"Pinera"	2	"1/3/2006"	"d"	""	""	""	""	""	""	""	""	""	""	"TV"	""	"phonograph, old politician, we need change; we don't treat elderly well; I'll solve their problems; issue of elderly; this election's about future, not the past"
"Chile_2006_Pinera_04"	150	2006	"Pinera"	2	"1/3/2006"	"n"	""	""	""	""	""	""	""	""	""	""	"TV"	""	"old man--change the menu; education is bad; Min Ed not taking responsibility; I'll fix ed"
